bookID,title,authors,average_rating,numpages,isbn13,language_code,isbn,ratings_count,text_reviews_count,publication_date,publisher
1296,The Clan of the Cave Bear (Earth's Children  #1),Jean M. Auel,4.05,468,9.78E+12,eng,517542021,495,67,05-04-1980,Crown Publishing Group
1301,Moneyball: The Art of Winning an Unfair Game,Michael   Lewis,4.26,317,9.78E+12,eng,393324818,85094,4155,3/17/2004,W. W. Norton  Company
1302,Juiced Official Strategy Guide,Doug Walsh,0,112,9.78E+12,eng,744005612,0,0,06-01-2005,BradyGames
1303,The 48 Laws of Power,Robert Greene/Joost Elffers,4.18,452,9.78E+12,eng,140280197,60946,3167,09-01-2000,Penguin (Business)
1305,Gates of Fire,Steven Pressfield,4.42,392,9.78E+12,eng,055338368X,21934,1629,9/27/2005,Bantam
1307,Fire Sea (The Death Gate Cycle  #3),Margaret Weis/Tracy Hickman,4.07,414,9.78E+12,eng,553295411,16312,175,03-01-1992,Spectra Books
1312,The Gate of Fire (Oath Of Empire Book Two),Thomas Harlan,3.58,721,9.78E+12,en-US,812590104,146,4,6/18/2001,Tor Classics
1315,The Afghan Campaign,Steven Pressfield,3.96,354,9.78E+12,eng,038551641X,3002,198,07-01-2006,Doubleday Books
1317,Tides of War,Steven Pressfield,3.9,448,9.78E+12,eng,553381393,3422,157,8/28/2001,Bantam
1318,Last of the Amazons,Steven Pressfield,3.76,400,9.78E+12,eng,553382047,2138,125,07-01-2003,Bantam
1319,The War of Art: Break Through the Blocks & Win Your Inner Creative Battles,Steven Pressfield/Robert McKee,4,168,9.78E+12,eng,446691437,53653,4702,04-01-2003,Warner Books
1320,Gita on the Green,Stephen J. Rosen/Steven Pressfield,3.78,176,9.78E+12,en-US,826413013,14,2,5/30/2002,Continuum
1322,Blood Stripes: The Grunt's View of the War in Iraq,David J. Danelo/Steven Pressfield,3.91,340,9.78E+12,eng,811701646,85,6,4/24/2006,Stackpole Books
1326,Phaedrus and Letters VII and VIII,Plato/Walter Hamilton,4.1,160,9.78E+12,en-US,140442758,226,20,1/30/1973,Penguin Classics
1327,Phaedrus,Plato/Robin Waterfield,3.92,128,9.78E+12,eng,192802771,29,6,1/16/2003,Oxford University Press  USA
1328,Phaedrus,Plato/C.J. Rowe,3.92,176,9.78E+12,eng,140449744,236,22,8/25/2005,Penguin Classics
1334,Lysis/Phaedrus/Symposium: Plato on Homosexuality,Plato/Benjamin Jowett,4.47,157,9.78E+12,eng,879756322,14,0,12-01-1991,Prometheus Books
1337,Enthusiasm and Divine Madness,Josef Pieper/Richard Winston/Clara Winston,4.5,125,9.78E+12,eng,189031823X,26,4,02-11-2019,St. Augustines Press
1338,On Love: Lysis/Symposium/Phaedrus/Alcibiades/Selections from Republic & Laws,Plato/C.D.C. Reeve,4.06,272,9.78E+12,eng,872207889,154,4,6/15/2006,Hackett Publishing Company  Inc.
1342,Gorgias/Phaedrus (Agora),Plato/James H. Nichols Jr.,4.35,233,9.78E+12,eng,801435307,18,1,09-01-1998,Cornell University Press
1351,Statesman,Plato/C.J. Rowe,3.85,128,9.78E+12,eng,872204626,28,7,3/15/1999,Hackett Publishing Company  Inc.
1354,Gorgias,Plato/Walter Hamilton/Chris Emlyn-Jones,3.95,208,9.78E+12,en-GB,140449043,8186,198,1/29/2004,Penguin Classics
1362,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,716,9.78E+12,eng,140449086,34727,597,1/30/2003,Penguin Books
1363,The Histories,Herodotus/Aubrey de Sélincourt/John M. Marincola,3.99,622,9.78E+12,eng,140446389,227,18,09-01-1954,Penguin Classics
1364,The History (Great Minds),Herodotus/Henry Francis Cary,3.99,613,9.78E+12,en-US,879757779,2,0,11-01-1992,Prometheus Books
1365,The Histories,Herodotus/Carolyn Dewald/Robin Waterfield,3.99,772,9.78E+12,eng,192824252,271,41,11/19/1998,Oxford University Press
1366,The Histories,Herodotus/Aubrey de Sélincourt/Andrew Robert Burn,3.99,653,9.78E+12,en-US,140440348,143,17,8/30/1970,Penguin Classics
1367,The Histories,Herodotus/Jennifer Tolbert Roberts/Walter Blanco,3.99,464,9.78E+12,en-US,393959465,40,5,1/17/1992,W.W. Norton & Company
1368,The Histories,Herodotus/Edward Henry Blakeney/George Rawlinson/Rosalind Thomas,3.99,816,9.78E+12,en-US,375400613,132,10,3/25/1997,Everyman's Library 234
1369,The History,Herodotus/Peter Grene,3.99,710,9.78E+12,en-US,226327701,36,6,3/14/1987,University of Chicago Press
1371,The Iliad,Homer/Robert Fagles/Bernard Knox,3.86,683,9.78E+12,eng,140275363,288792,3423,4/29/1999,Penguin Classics
1373,Iliad,Homer/Stanley Lombardo/Sheila Murnaghan,3.86,574,9.78E+12,en-US,872203522,1058,137,03-12-1997,Hackett Publishing Company  Inc.
1374,The Iliad,Homer/Robert Fitzgerald/Andrew Ford,3.86,588,9.78E+12,en-US,374529051,692,81,04-03-2004,Farrar  Straus and Giroux
1375,The Iliad/The Odyssey,Homer/Robert Fagles/Bernard Knox,4.04,1556,9.78E+12,eng,147712556,54939,380,11-01-1999,Penguin Classics
1376,The Iliad,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.86,462,9.78E+12,eng,140447946,1919,118,1/30/2003,Penguin Classics
1377,The Iliad,Homer/W.H.D. Rouse,3.86,312,9.78E+12,en-US,451527372,158,15,08-01-1999,Signet Classics
1378,The Essential Iliad,Homer/Sheila Murnaghan/Stanley Lombardo,3.86,216,9.78E+12,en-US,872205428,212,18,9/15/2000,Hackett Publishing Company  Inc.
1381,The Odyssey,Homer/Robert Fagles/Bernard Knox,3.76,541,9.78E+12,eng,143039954,760871,6557,11/30/2006,Penguin Classics
1382,The Odyssey,Homer/Robert Fitzgerald/D.S. Carne-Ross,3.76,515,9.78E+12,eng,374525749,1713,179,11-05-1998,Farrar  Straus and Giroux
1383,The Odyssey,Homer/Richmond Lattimore,3.76,374,9.78E+12,eng,60931957,1131,78,06-01-1999,Harper Perennial
1384,The Odyssey,Homer/E.V. Rieu/Peter Jones/D.C.H. Rieu,3.76,324,9.78E+12,eng,140449116,2543,167,1/30/2003,Penguin Classics
1387,The Odyssey,Homer/W.H.D. Rouse,3.76,304,9.78E+12,eng,451527364,262,24,08-01-1999,Signet Classics
1391,Aeneid: Selections from Books 1  2  4  6  10  12,Virgil/Barbara Weiden Boyd,4.35,161,9.78E+12,eng,086516584X,69,6,01-01-2001,Bolchazy-Carducci Publishers
1402,Eclogues. Georgics. Aeneid: Books 1-6,Virgil/Henry Rushton Fairclough/G.P. Goold,4.22,607,9.78E+12,mul,067499583X,414,10,10-01-1999,Harvard University Press
1403,City Eclogue,Ed Roberson,4.13,136,9.78E+12,eng,1891190237,67,7,1/30/2006,Atelos Press
1405,The Eclogues and The Georgics,Virgil/Cecil Day-Lewis,3.8,180,9.78E+12,eng,192837680,259,15,09-02-1999,Oxford University Press
1408,Paul Kirk's Championship Barbecue Sauces: 175 Make-Your-Own Sauces  Marinades  Dry Rubs  Wet Rubs  Mops and Salsas,Paul  Kirk,3.94,272,9.78E+12,eng,155832125X,55,0,12-03-1997,Harvard Common Press
1417,The Complete Pelican Shakespeare,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.5,1808,9.78E+12,eng,141000589,578,25,11-07-2002,Viking
1419,The Complete Works,William Shakespeare,4.5,1248,9.78E+12,eng,517092948,62,6,10/13/1991,Gramercy
1420,Hamlet,William Shakespeare/Harold Bloom/Rex Gibson,4.02,289,9.78E+12,eng,521618746,609271,7139,08-01-2005,Cambridge University Press
1423,The Compleat Works of Wllm Shkspr (abridged),Reduced Shakespeare Company/Adam Long/Daniel Singer/Jess Winfield,4.44,137,9.78E+12,eng,1557831572,8159,118,02-01-1994,Applause Books
1424,The Pilgrimage: A Contemporary Quest for Ancient Wisdom,Paulo Coelho/Alan R. Clarke,3.64,272,9.78E+12,en-US,006251279X,888,92,05-01-1995,HarperOne
1425,The Valkyries,Paulo Coelho/Alan R. Clarke,3.31,212,9.78E+12,en-US,62513346,1204,79,9/28/1996,HarperOne
1426,Warrior of the Light,Paulo Coelho,3.7,142,9.78E+12,en-US,60527986,22662,945,3/30/2004,HarperOne
1427,The Zahir,Paulo Coelho/Margaret Jull Costa,3.57,336,9.78E+12,eng,60832819,58917,2575,07-03-2006,HarperOne
1428,By the River Piedra I Sat Down and Wept,Paulo Coelho/Alan R. Clarke,3.57,208,9.78E+12,eng,61122092,70760,2702,5/23/2006,HarperOne
1429,The Fifth Mountain,Paulo Coelho/Clifford E. Landers,3.62,256,9.78E+12,en-US,60930136,1415,68,4/26/2000,HarperOne
1431,Veronika Decides to Die,Paulo Coelho/Margaret Jull Costa/Kâmuran Şipal,3.7,210,9.78E+12,eng,61124265,132064,5452,06-01-2006,Harper Perennial
1433,Hamlet,William Shakespeare/Stephen Orgel/A.R. Braunmuller,4.02,148,9.78E+12,eng,140714545,1658,125,12-01-2001,Penguin Books
1437,Cliffs Notes on Shakespeare's Hamlet,Carla Lynn Stockton,3.69,129,9.78E+12,en-US,764586033,65,6,5/30/2000,Cliffs Notes
1438,Shakespeare's Hamlet,William Shakespeare/Terri Mategrano,4.02,240,9.78E+12,eng,764585681,102,16,5/29/2000,Cliffs Notes
1439,Hamlet's Mill: An Essay Investigating the Origins of Human Knowledge and Its Transmission Through Myth,Giorgio De Santillana/Hertha Von Dechend,4.29,450,9.78E+12,eng,879232153,489,57,3/24/2015,Nonpareil Books
1440,History of the Peloponnesian War: Bk. 1-2,Thucydides/C.F. Smith,4.32,496,9.78E+12,mul,674991206,208,7,01-01-1919,Harvard University Press
1441,On Justice  Power and Human Nature: Selections from The History of the Peloponnesian War,Thucydides/Paul Woodruff,3.72,172,9.78E+12,eng,872201686,610,15,10-01-1993,Hackett Publishing Company  Inc.
1444,History of the Peloponnesian War: Bk. 5-6,Thucydides/C.F. Smith,4.35,400,9.78E+12,mul,674991222,38,0,01-01-1921,Harvard University Press
1445,The Peloponnesian War,Thucydides/Steven Lattimore,3.9,530,9.78E+12,eng,872203948,154,21,06-01-1998,Hackett Publishing Company  Inc.
1449,The Peloponnesian War: A New Translation  Backgrounds  Interpretations,Thucydides/Jennifer Tolbert Roberts/Walter Blanco,3.9,554,9.78E+12,eng,393971678,24,4,7/17/1998,W. W. Norton & Company
1459,History of the Peloponnesian War  Bk. 7-8,Thucydides/C.F. Smith,4.29,480,9.78E+12,eng,674991877,35,0,01-01-1923,Harvard University Press
1461,Thucydides  Book 6 Commentary,Cynthia W. Shelmerdine,4.5,34,9.78E+12,eng,929524357,2,0,1/30/1989,Bryn Mawr Commentaries
1462,Euripides I: Alcestis / The Medea / The Heracleidae / Hippolytus,Euripides/Richmond Lattimore/David Grene/Rex Warner/Ralph Gladstone,4.03,221,9.78E+12,eng,226307808,4483,56,2/15/1955,University of Chicago Press
1463,Euripides V: Electra / The Phoenician Women / The Bacchae,Euripides/David Grene/Richmond Lattimore/Emily Townsend Vermeule/Elizabeth Wyckoff/William Arrowsmith,4.21,228,9.78E+12,eng,226307840,3334,46,1/15/1969,University of Chicago Press
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides/David Grene/Richmond Lattimore/William Arrowsmith/Frank William Jones/Charles R. Walker,4.21,307,9.78E+12,eng,226307832,560,8,11/15/1968,University of Chicago Press
1466,Grief Lessons: Four Plays by Euripides,Anne Carson/Euripides,4.4,312,9.78E+12,eng,1590171802,679,85,08-01-2006,New York Review of Books
1467,Ten Plays,Euripides/Moses Hadas/John Maclean,4.17,432,9.78E+12,en-US,553213636,1464,21,08-01-1990,Bantam Classics
1468,Euripides III: Hecuba / Andromache / The Trojan Women / Ion (Complete Greek Tragedies  #7),Euripides/David Grene/Richmond Lattimore/William Arrowsmith/John Frederick Nims/Ronald Frederick Willetts,4,255,9.78E+12,eng,226307824,541,15,1/15/1992,University of Chicago Press
1470,Euripides II: The Cyclops / Heracles / Iphigenia in Tauris / Helen,Euripides/David Grene/Richmond Lattimore/Witter Bynner/William Arrowsmith,4.31,264,9.78E+12,eng,226307816,790,12,4/15/2002,University of Chicago Press
1473,Medea and Other Plays,Euripides/John Davie/Richard Rutherford,4.03,206,9.78E+12,eng,140449299,9197,120,3/27/2003,Penguin Books
1474,Cyclops / Alcestis / Medea,Euripides/David Kovacs,4.23,432,9.78E+12,mul,674995600,61,4,01-01-1994,Loeb Classical Library
1475,Medea,Euripides/Donald J. Mastronarde,3.87,431,9.78E+12,grc,521643864,201,9,9/16/2002,Cambridge University Press
1476,The Bacchae and Other Plays,Euripides/John Davie/Richard Rutherford,4.14,360,9.78E+12,eng,140447261,164,8,1/26/2006,Penguin Classics
1479,Bakkhai,Euripides/Reginald Gibbons/Peter H. Burian,3.88,160,9.78E+12,eng,195125983,154,13,2/22/2001,Oxford University Press  USA
1480,Plays 1: Medea/The Phoenician Women/Bacchae,Euripides/David Thompson/J. Michael Walton,3.78,192,9.78E+12,eng,413752801,9,0,11-09-2000,Bloomsbury Methuen Drama
1486,The Trojan Women and Hippolytus,Euripides,3.63,64,9.78E+12,eng,486424626,34,4,7/17/2002,Dover Publications
1488,The Bacchae of Euripides: A Communion Rite,Wole Soyinka,3.86,128,9.78E+12,eng,393325830,116,6,7/17/2004,W. W. Norton  Company
1489,Orestes and Other Plays,Euripides/James Morwood/Robin Waterfield,4.1,282,9.78E+12,eng,192832603,158,2,12/20/2001,Oxford University Press
1491,Children of Heracles / Hippolytus / Andromache / Hecuba,Euripides/David Kovacs,4.26,528,9.78E+12,mul,674995333,27,5,2/15/1995,Loeb Classical Library
1494,Alcestis,Euripides/William Arrowsmith,3.83,142,9.78E+12,eng,195061667,1950,95,02-01-1990,Oxford University Press  USA
1495,Suppliant Women / Electra / Heracles,Euripides/David Kovacs,4.47,464,9.78E+12,mul,067499566X,30,4,09-01-1998,Loeb Classical Library
1499,Medea,Euripides/Georgia Ann Machemer/Michael   Collier,3.87,116,9.78E+12,eng,195145666,367,35,08-10-2006,Oxford University Press  USA
1504,Euripides: Medea,William Allan,4.04,160,9.78E+12,eng,071563187X,23,1,10/31/2002,Bristol Classical Press
1506,CliffsNotes on Euripides' Medea and Electra,Robert J. Milch,4.2,69,9.78E+12,eng,822004240,5,0,9/13/1965,Cliffs Notes
1509,Trojan Women / Iphigenia Among the Taurians / Ion,Euripides/David Kovacs,4.03,528,9.78E+12,mul,674995740,29,2,12-01-1999,Loeb Classical Library
1510,Helen / Phoenician Women / Orestes,Euripides/David Kovacs,4.07,605,9.78E+12,mul,674996003,25,3,6/15/2002,Loeb Classical Library
1511,Euripides: Iphigenia at Aulis (Companions to Greek & Roman Tragedy),Euripides/Pantelis Michelakis,4.03,144,9.78E+12,eng,715629948,12,1,03-09-2006,Bristol Classical Press
1515,The Complete Greek Tragedies  Volume 3: Euripides,Euripides/David Grene/Richmond Lattimore,4.43,672,9.78E+12,eng,226307662,46,7,08-01-1992,University of Chicago Press
1516,Aeschylus I: Oresteia (Agamemnon  The Libation Bearers  The Eumenides),Aeschylus/David Grene/Richmond Lattimore,4.02,171,9.78E+12,en-US,226307786,712,53,5/15/1969,University of Chicago Press
1517,Aeschylus II: The Suppliant Maidens  The Persians  Seven against Thebes  and Prometheus Bound (The Complete Greek Tragedies),Aeschylus/David Grene/Richmond Lattimore/Seth Benardete,4.1,188,9.78E+12,eng,226307948,389,26,02-01-1992,University of Chicago Press
1518,The Oresteia,Aeschylus/Alan Shapiro/Peter H. Burian,4.02,304,9.78E+12,eng,019513592X,77,7,10-07-2004,Oxford University Press  USA
1519,The Oresteia: Agamemnon  The Libation Bearers  The Eumenides,Aeschylus/Robert Fagles/William Bedell Stanford,4.02,335,9.78E+12,eng,140443339,28726,591,02-07-1984,Penguin Classics
1521,Oresteia,Aeschylus/Peter Meineck/Helene P. Foley,4.02,224,9.78E+12,eng,872203905,303,21,9/15/1998,Hackett Publishing Company  Inc.
1523,Prometheus Bound and Other Plays,Aeschylus/Philip Vellacott,4.1,160,9.78E+12,eng,140441123,4303,62,8/30/1961,Penguin Books
1525,The Oresteia,Aeschylus/Ted Hughes,4.02,208,9.78E+12,en-US,374527059,215,25,09-04-2004,Farrar  Straus and Giroux
1526,Aeschylus  1: The Oresteia: Agamemnon/The Libation Bearers/The Eumenides,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.02,178,9.78E+12,eng,081221627X,12,3,11-01-1997,University of Pennsylvania Press
1527,The Complete Greek Tragedies  Volume 1: Aeschylus,Aeschylus/Richmond Lattimore/David Grene,4.1,358,9.78E+12,eng,226307646,74,7,08-01-1992,University of Chicago Press
1529,Aeschylus: The Oresteia (A Student Guide: Landmarks of World Literature),Simon Goldhill,4.03,95,9.78E+12,eng,521539811,31,3,1/22/2004,Cambridge University Press
1530,The Oresteia: Agamemnon  Choephoroe & Eumenides (Everyman's Library  No. 260),Aeschylus/George Thomson/Richard Seaford,4.02,127,9.78E+12,eng,1400041929,63,8,1/20/2004,Everyman's Library
1531,Aeschylus 2: The Persians/Seven Against Thebes/The Suppliants/Prometheus Bound,Aeschylus/David R. Slavitt/Smith Palmer Bovie,4.1,232,9.78E+12,en-GB,812216717,12,2,01-01-1998,University of Pennsylvania Press
1532,The Oresteia Trilogy: Agamemnon/The Libation-Bearers/The Furies,Aeschylus/E.D.A. Morshead,4.02,151,9.78E+12,eng,486292428,89,8,9/24/1996,Dover Publications
1533,The Suppliant Maidens/The Persians/Seven against Thebes/Prometheus Bound,Aeschylus/E.D.A. Morshead,4.1,208,9.78E+12,eng,1419150014,1,0,6/17/2004,Kessinger Publishing
1536,Sophocles II: Ajax/Women of Trachis/Electra/Philoctetes (Complete Greek Tragedies 4),Sophocles/David Grene/Richmond Lattimore/John Moore/Michael Jameson,4.14,254,9.78E+12,eng,226307867,5032,36,5/15/1969,University of Chicago Press
1537,The Oedipus Plays of Sophocles: Oedipus the King; Oedipus at Colonus; Antigone,Sophocles/Paul Roche,3.97,288,9.78E+12,eng,452011671,553,46,05-01-1996,Plume
1538,The Complete Plays,Sophocles/Paul Roche,4.27,420,9.78E+12,eng,451527844,2883,40,03-01-2001,New American Library
1540,The Oedipus Cycle: Oedipus Rex  Oedipus at Colonus  Antigone,Sophocles/Robert Fitzgerald/Dudley Fitts,3.97,259,9.78E+12,eng,015602764X,45589,726,11-01-2002,Mariner Books
1542,The Three Theban Plays: Antigone  Oedipus the King  Oedipus at Colonus,Sophocles/Robert Fagles/Bernard Knox,3.97,430,9.78E+12,eng,140444254,2979,288,01-03-2000,Penguin Books
1546,Theban Plays,Sophocles/Peter Meineck/Paul Woodruff,3.97,304,9.78E+12,en-US,872205851,109,7,3/15/2003,Hackett Publishing Company  Inc.
1547,The Theban Plays (Everyman's Library  #93),Sophocles/David Grene/Charles Segal,3.97,223,9.78E+12,en-US,679431322,52,3,10/18/1994,Alfred A. Knopf
1548,Electra and Other Plays,Sophocles/E.F. Watling,4.14,218,9.78E+12,eng,140440283,135,9,4/30/1953,Penguin
1549,Antigone; Oedipus the Kingn; Electra,Sophocles/Edith Hall/H.D.F. Kitto,3.94,178,9.78E+12,eng,192835882,13358,199,9/17/1998,Oxford University Press
1554,Oedipus Rex  (The Theban Plays  #1),Sophocles/J.E. Thomas,3.7,75,9.78E+12,eng,1580495931,141555,1776,6/22/2006,Prestwick House - (Literary Touchstone Classic)
1555,The Oedipus Plays of Sophocles,Sophocles/Paul Roche,3.97,390,9.78E+12,eng,451621603,8,1,09-01-1958,Signet Books (NY)
1558,Oedipus Rex (Greek and Latin Classics),Sophocles/Roger D. Dawe,3.7,214,9.78E+12,grc,521617359,218,1,08-01-2006,Cambridge University Press
1559,Oedipus the King,Sophocles/Bernard Knox/Cynthia Brantley Johnson,3.7,144,9.78E+12,eng,1416500332,740,57,07-01-2005,Simon  Schuster
1560,Four Plays: The Clouds/The Birds/Lysistrata/The Frogs,Aristophanes/William Arrowsmith/Richmond Lattimore/Douglass Parker,4.06,624,9.78E+12,eng,452007178,6086,79,11-01-1984,Plume
1561,Three Plays by Aristophanes: Lysistrata/Women at the Thesmophoria/Assemblywomen,Aristophanes/Jeffrey Henderson,3.94,256,9.78E+12,eng,415907446,96,8,8/27/1996,Routledge
1562,The Complete Plays,Aristophanes/Moses Hadas,4.21,577,9.78E+12,eng,553213431,1998,33,03-01-1984,Bantam Classics
1563,Aristophanes 1: The Acharnians/Peace/Celebrating Ladies/Wealth,Aristophanes/David R. Slavitt,3.83,336,9.78E+12,eng,812234561,4,0,1/29/1998,University of Pennsylvania Press
